-0.81993,-0.81523,-0.80556,-0.79092,-0.7713,-0.74674,-0.7173,-0.68319,-0.64469,-0.60219,-0.55614,-0.50703,-0.45532,-0.4014,-0.34556,-0.28796,-0.22863,-0.16754,-0.10462,-0.03982,0.026731,0.094697,0.16342,0.23189,0.29868,0.36197,0.41965,0.46934,0.5086,0.53509,0.54671,0.54188,0.51964,0.47988,0.42337,0.35184,0.26799,0.17533,0.078056,-0.01917,-0.11152,-0.19431,-0.26327,-0.31491,-0.34673,-0.35744,-0.34707,-0.31701,-0.26992,-0.20958,-0.14062,-0.068241,0.0021579,0.065344,0.11659,0.15198,0.16863,0.16489,0.14032,0.095749,0.033096,-0.044789,-0.13437,-0.23171,-0.33273,-0.43348,-0.53038,-0.62039,-0.70114,-0.77096,-0.82892,-0.87472,-0.90861,-0.93122,-0.9434,-0.94611,-0.94017,-0.92625,-0.90471,-0.87556,-0.83848,-0.79285,-0.73779,-0.67229,-0.59525,-0.50568,-0.40272,-0.2858,-0.1547,-0.0096273,0.14876,0.3193,0.50034,0.68977,0.88503,1.0832,1.2811,1.4752,1.6621,1.8383,2.0005,2.1456,2.2708,2.374,2.4535,2.5082,2.5377,2.5423,2.5228,2.4808,2.4182,2.3374,2.2411,2.1322,2.0138,1.8888,1.76,1.6301,1.5016,1.3765,1.2566,1.1433,1.0377,0.94063,0.85246,0.77335,0.7032,0.64162,0.58804,0.54166,0.50152,0.46653,0.43548,0.40709,0.38008,0.35316,0.32508,0.2947,0.26098,0.22302,0.18006,0.13153,0.07704,0.016377,-0.05044,-0.12316,-0.20126,-0.28391,-0.36997,-0.45792,-0.54588,-0.63163,-0.71261,-0.78606,-0.84907,-0.89877,-0.93249,-0.94792,-0.94332,-0.91766,-0.87078,-0.80343,-0.71732,-0.61507,-0.50007,-0.37637,-0.24843,-0.12088,0.0017131,0.1151,0.21553,0.29995,0.3661,0.41257,0.43879,0.44494,0.43191,0.40112,0.35436,0.2937,0.22128,0.13927,0.049715,-0.045453,-0.14448,-0.24577,-0.34786,-0.4494,-0.5491,-0.64571,-0.73799,-0.82474,-0.90472,-0.97677,-1.0398,-1.0928,-1.1348,-1.1653,-1.1837,-1.1898
-0.81371,-0.80913,-0.79973,-0.78551,-0.76646,-0.74259,-0.71398,-0.68078,-0.64328,-0.60182,-0.55684,-0.50877,-0.45807,-0.40509,-0.3501,-0.29324,-0.23456,-0.17401,-0.11152,-0.047082,0.019182,0.086917,0.15546,0.22379,0.29049,0.35377,0.4115,0.46136,0.50093,0.52789,0.54019,0.53625,0.51514,0.47674,0.4218,0.35205,0.27012,0.17948,0.084273,-0.010933,-0.10138,-0.18245,-0.24995,-0.30044,-0.33148,-0.34179,-0.33141,-0.30173,-0.25536,-0.19603,-0.12832,-0.057349,0.011577,0.073301,0.12318,0.15735,0.17301,0.16852,0.14348,0.098727,0.03616,-0.041391,-0.13043,-0.22705,-0.32722,-0.42704,-0.52297,-0.612,-0.69179,-0.7607,-0.81781,-0.86282,-0.89598,-0.91792,-0.9295,-0.93166,-0.92524,-0.9109,-0.889,-0.85958,-0.82234,-0.77665,-0.72168,-0.65641,-0.57978,-0.49079,-0.3886,-0.27265,-0.1427,0.0010535,0.15795,0.32687,0.50616,0.69374,0.88709,1.0833,1.2792,1.4714,1.6564,1.8308,1.9913,2.1347,2.2585,2.3604,2.4388,2.4925,2.5214,2.5255,2.5057,2.4636,2.4012,2.3207,2.2249,2.1167,1.999,1.8749,1.7471,1.6183,1.4909,1.367,1.2483,1.1363,1.0319,0.93603,0.84905,0.77112,0.7021,0.64164,0.58912,0.54376,0.50458,0.47049,0.44028,0.41266,0.38635,0.36004,0.33251,0.30259,0.26926,0.2316,0.18889,0.14056,0.086202,0.02565,-0.041071,-0.11369,-0.19166,-0.27414,-0.35996,-0.44759,-0.53515,-0.6204,-0.70083,-0.77367,-0.83607,-0.88519,-0.9184,-0.93345,-0.92865,-0.90302,-0.85642,-0.78963,-0.70436,-0.60321,-0.48956,-0.3674,-0.24114,-0.11535,0.0054883,0.11717,0.21603,0.29905,0.36403,0.40958,0.43513,0.44089,0.42772,0.39703,0.35059,0.29043,0.21867,0.13744,0.048772,-0.045436,-0.14345,-0.24368,-0.3447,-0.44516,-0.54378,-0.63934,-0.73061,-0.81639,-0.89547,-0.96671,-1.029,-1.0814,-1.1229,-1.153,-1.1712,-1.1773
-0.79957,-0.79528,-0.78655,-0.77337,-0.7557,-0.73352,-0.70686,-0.67584,-0.64067,-0.60165,-0.55914,-0.51352,-0.46517,-0.41441,-0.36145,-0.30641,-0.24932,-0.19012,-0.12875,-0.065202,0.00038911,0.067661,0.13595,0.20423,0.27111,0.3348,0.39322,0.44408,0.48499,0.51364,0.52803,0.52657,0.50832,0.47314,0.42174,0.35576,0.27777,0.19112,0.099856,0.0084337,-0.078504,-0.15644,-0.22129,-0.26968,-0.29922,-0.30866,-0.29807,-0.26877,-0.22336,-0.16549,-0.099633,-0.030807,0.035791,0.095127,0.14267,0.17466,0.1884,0.18231,0.15606,0.1105,0.047557,-0.029942,-0.11853,-0.21432,-0.31335,-0.41175,-0.50605,-0.59329,-0.67118,-0.73812,-0.79325,-0.83631,-0.86757,-0.88771,-0.89762,-0.89826,-0.89051,-0.87506,-0.85231,-0.82233,-0.78484,-0.73926,-0.68477,-0.62038,-0.54503,-0.45773,-0.35763,-0.24414,-0.11701,0.023608,0.1771,0.34237,0.51785,0.70149,0.89083,1.083,1.2749,1.4632,1.6444,1.8151,1.9721,2.1123,2.2331,2.3323,2.4082,2.4599,2.487,2.4898,2.4691,2.4264,2.3637,2.2834,2.1882,2.0809,1.9645,1.8419,1.716,1.5892,1.4641,1.3427,1.2266,1.1172,1.0157,0.92264,0.83854,0.7635,0.69736,0.63974,0.59001,0.54736,0.5108,0.4792,0.45134,0.42591,0.4016,0.37711,0.35117,0.32265,0.29048,0.25379,0.21184,0.16408,0.11015,0.049898,-0.016605,-0.089045,-0.16684,-0.2491,-0.33462,-0.42185,-0.50888,-0.5935,-0.67318,-0.74521,-0.80677,-0.85511,-0.88766,-0.90226,-0.89729,-0.87185,-0.82585,-0.76012,-0.67637,-0.57721,-0.46596,-0.34657,-0.22334,-0.10075,0.016812,0.12527,0.22106,0.30127,0.36378,0.40727,0.43122,0.43586,0.42206,0.39122,0.34509,0.28565,0.21499,0.13519,0.048214,-0.044075,-0.14,-0.23802,-0.33675,-0.43488,-0.53119,-0.62448,-0.71357,-0.79728,-0.87446,-0.94397,-1.0048,-1.0558,-1.0964,-1.1258,-1.1436,-1.1495
-0.77772,-0.77387,-0.76617,-0.75458,-0.73902,-0.71941,-0.69572,-0.66799,-0.63636,-0.60103,-0.56227,-0.52037,-0.47562,-0.42827,-0.37847,-0.32629,-0.27173,-0.21471,-0.15517,-0.093098,-0.028632,0.037864,0.10573,0.17396,0.24117,0.30562,0.36526,0.41783,0.46098,0.49244,0.51019,0.51267,0.4989,0.46867,0.42262,0.36229,0.2901,0.2093,0.12375,0.037765,-0.044157,-0.11764,-0.17871,-0.2241,-0.25146,-0.25962,-0.24859,-0.21971,-0.17548,-0.11946,-0.056028,0.0099545,0.073431,0.12952,0.17384,0.20278,0.21375,0.20529,0.17716,0.13027,0.066573,-0.011087,-0.09925,-0.19408,-0.29163,-0.38813,-0.48014,-0.56479,-0.63987,-0.70386,-0.75596,-0.79599,-0.82429,-0.8416,-0.84888,-0.84714,-0.83732,-0.82018,-0.79617,-0.76539,-0.72764,-0.68237,-0.62877,-0.56589,-0.49267,-0.4081,-0.31133,-0.20172,-0.078978,0.056803,0.20508,0.36483,0.53456,0.71231,0.89566,1.0819,1.2678,1.4503,1.6259,1.7913,1.9432,2.0786,2.195,2.2901,2.3625,2.4111,2.4355,2.4361,2.4138,2.3701,2.3069,2.2267,2.1321,2.026,1.9112,1.7908,1.6675,1.5438,1.422,1.3042,1.192,1.0868,0.98949,0.90084,0.8212,0.75065,0.68902,0.63586,0.59053,0.55217,0.51976,0.49214,0.46803,0.44612,0.42504,0.40346,0.38012,0.35385,0.3236,0.28848,0.24779,0.201,0.1478,0.08808,0.021968,-0.05016,-0.12765,-0.20957,-0.29466,-0.38132,-0.46764,-0.55139,-0.63007,-0.70102,-0.76149,-0.80882,-0.84054,-0.85459,-0.84948,-0.82438,-0.7793,-0.71511,-0.63356,-0.53723,-0.4294,-0.31394,-0.19505,-0.077055,0.03579,0.13957,0.23087,0.30693,0.36574,0.40609,0.42753,0.43036,0.41546,0.38422,0.33837,0.27985,0.21068,0.13287,0.048334,-0.041165,-0.13402,-0.22877,-0.32409,-0.41876,-0.51161,-0.60151,-0.68733,-0.76797,-0.84231,-0.90926,-0.96782,-1.017,-1.0561,-1.0844,-1.1016,-1.1073
-0.74845,-0.74517,-0.7388,-0.72926,-0.71641,-0.70009,-0.68022,-0.65673,-0.62965,-0.59908,-0.56517,-0.52811,-0.48808,-0.44522,-0.39963,-0.3513,-0.30019,-0.2462,-0.18924,-0.12929,-0.066489,-0.001185,0.065979,0.13402,0.20159,0.26699,0.32822,0.38306,0.4292,0.4644,0.48665,0.49435,0.48648,0.46274,0.42367,0.37067,0.30599,0.23269,0.15446,0.075422,-0.00011619,-0.067937,-0.12421,-0.16578,-0.19037,-0.19683,-0.1852,-0.15675,-0.11391,-0.060126,0.00037458,0.062881,0.12252,0.1746,0.2149,0.24002,0.2475,0.23603,0.20547,0.15683,0.092106,0.014165,-0.073535,-0.16719,-0.26291,-0.35697,-0.44605,-0.52737,-0.59879,-0.65892,-0.70704,-0.74309,-0.76749,-0.78108,-0.78491,-0.78007,-0.7676,-0.74831,-0.72272,-0.69103,-0.65307,-0.60833,-0.55606,-0.49529,-0.425,-0.34415,-0.25185,-0.14742,-0.030486,0.098922,0.24035,0.39289,0.55513,0.7252,0.90081,1.0793,1.2576,1.4326,1.601,1.7594,1.9048,2.0341,2.1448,2.2347,2.3025,2.347,2.3679,2.3657,2.3413,2.2961,2.2322,2.152,2.0581,1.9534,1.8407,1.7231,1.603,1.4832,1.3658,1.2527,1.1456,1.0457,0.95401,0.87112,0.79736,0.73275,0.67708,0.62985,0.59036,0.55772,0.53085,0.50853,0.48945,0.47223,0.45548,0.43783,0.41798,0.39475,0.36709,0.33413,0.29518,0.24976,0.19762,0.1387,0.073223,0.0016274,-0.075355,-0.15671,-0.24112,-0.32694,-0.41224,-0.4948,-0.57215,-0.64168,-0.70075,-0.74678,-0.77746,-0.79086,-0.7856,-0.76099,-0.71712,-0.65495,-0.57623,-0.48354,-0.3801,-0.26968,-0.15634,-0.044253,0.062524,0.16027,0.24575,0.3164,0.37037,0.40657,0.42468,0.42505,0.40859,0.3767,0.33107,0.27361,0.20626,0.13095,0.049481,-0.036467,-0.12539,-0.21593,-0.30687,-0.39707,-0.48545,-0.57097,-0.65258,-0.72925,-0.79992,-0.86357,-0.91925,-0.96606,-1.0032,-1.0302,-1.0465,-1.0519
-0.71215,-0.70955,-0.70475,-0.6976,-0.6879,-0.67544,-0.66002,-0.64149,-0.61975,-0.59479,-0.56664,-0.53534,-0.50097,-0.46357,-0.42313,-0.37958,-0.33282,-0.2827,-0.2291,-0.172,-0.11149,-0.04791,0.018139,0.08571,0.15351,0.21989,0.2829,0.34039,0.39008,0.42975,0.45739,0.47137,0.47059,0.45466,0.42397,0.37973,0.32403,0.25968,0.19016,0.11937,0.051407,-0.0097051,-0.060297,-0.097329,-0.11863,-0.12307,-0.11068,-0.08269,-0.041433,0.0097782,0.066884,0.12536,0.18055,0.22795,0.26359,0.28424,0.28765,0.27266,0.23928,0.18859,0.12269,0.044458,-0.042646,-0.13485,-0.22832,-0.31944,-0.40495,-0.4822,-0.5492,-0.60464,-0.64797,-0.67921,-0.69894,-0.7081,-0.70783,-0.69935,-0.68378,-0.66203,-0.63471,-0.60207,-0.56402,-0.52009,-0.46957,-0.41152,-0.34489,-0.26864,-0.18182,-0.083699,0.02617,0.14786,0.28104,0.42488,0.57811,0.73898,0.9053,1.0745,1.2437,1.4098,1.5696,1.7198,1.8573,1.9793,2.0832,2.167,2.2292,2.2688,2.2857,2.2801,2.2531,2.2062,2.1414,2.0611,1.968,1.865,1.7548,1.6404,1.5243,1.4091,1.2968,1.1894,1.0884,0.99497,0.91001,0.83406,0.7674,0.70998,0.66152,0.62147,0.58908,0.56339,0.54325,0.52738,0.51442,0.50292,0.49144,0.47858,0.463,0.44351,0.41905,0.38878,0.35204,0.3084,0.25767,0.19989,0.13536,0.064605,-0.011543,-0.091992,-0.17535,-0.25995,-0.34382,-0.42475,-0.50034,-0.56804,-0.62532,-0.66974,-0.69913,-0.71172,-0.70628,-0.68228,-0.6399,-0.58017,-0.50488,-0.41658,-0.31844,-0.21408,-0.10742,-0.0024391,0.097037,0.18751,0.26597,0.33008,0.37817,0.40932,0.42333,0.42063,0.40219,0.36939,0.32393,0.26762,0.20234,0.12991,0.052031,-0.029745,-0.11403,-0.1996,-0.28534,-0.37022,-0.45329,-0.5336,-0.61019,-0.68212,-0.74843,-0.80815,-0.8604,-0.90434,-0.93925,-0.96455,-0.97986,-0.98496
-0.66937,-0.66753,-0.66444,-0.65989,-0.65364,-0.64538,-0.63484,-0.62175,-0.6059,-0.58716,-0.56542,-0.5406,-0.51265,-0.4815,-0.44703,-0.40911,-0.36754,-0.32214,-0.27273,-0.21925,-0.16176,-0.10053,-0.036139,0.030538,0.098268,0.16548,0.23029,0.29059,0.34417,0.38881,0.42251,0.44356,0.45081,0.44372,0.42251,0.38821,0.34265,0.28844,0.22876,0.16729,0.10787,0.054316,0.010125,-0.021804,-0.039391,-0.041551,-0.028309,-0.00082385,0.038673,0.087018,0.14034,0.19433,0.24455,0.28676,0.31721,0.33291,0.33182,0.31297,0.2765,0.22364,0.15654,0.078127,-0.008151,-0.098557,-0.18934,-0.27695,-0.35829,-0.43081,-0.49268,-0.54274,-0.58057,-0.60636,-0.62081,-0.62498,-0.62017,-0.60768,-0.58875,-0.56439,-0.53529,-0.50178,-0.46383,-0.42103,-0.37269,-0.31789,-0.25559,-0.18469,-0.10423,-0.013381,0.088385,0.20125,0.32499,0.45892,0.60189,0.75229,0.90806,1.0668,1.2256,1.3816,1.5316,1.6725,1.8012,1.915,2.0113,2.0881,2.1441,2.1783,2.1905,2.1812,2.1513,2.1024,2.0367,1.9564,1.8642,1.7631,1.6557,1.5449,1.4333,1.3233,1.2169,1.1159,1.0218,0.93565,0.85833,0.79028,0.73169,0.68247,0.64224,0.61041,0.58613,0.56838,0.55595,0.54748,0.54152,0.53659,0.53117,0.52381,0.51316,0.49799,0.47726,0.45016,0.41606,0.37461,0.32569,0.26944,0.20624,0.13674,0.061862,-0.017218,-0.099044,-0.1819,-0.2638,-0.34258,-0.41587,-0.48125,-0.53629,-0.57872,-0.60653,-0.61814,-0.61248,-0.58917,-0.54852,-0.49163,-0.42031,-0.33709,-0.24505,-0.14769,-0.048711,0.048112,0.1392,0.22131,0.29171,0.34828,0.38959,0.4149,0.42414,0.41784,0.39702,0.36308,0.31768,0.26256,0.19951,0.13025,0.056341,-0.020794,-0.099907,-0.1799,-0.25981,-0.33873,-0.41583,-0.49026,-0.56121,-0.6278,-0.68917,-0.74447,-0.79284,-0.83353,-0.86586,-0.88931,-0.9035,-0.90823
-0.62082,-0.61979,-0.61846,-0.61661,-0.61392,-0.61001,-0.60453,-0.59711,-0.58745,-0.57528,-0.56036,-0.5425,-0.52153,-0.49725,-0.46945,-0.43788,-0.4023,-0.36242,-0.31803,-0.26899,-0.21528,-0.15715,-0.095065,-0.02984,0.037379,0.1051,0.17153,0.23462,0.2922,0.34208,0.38222,0.41088,0.42678,0.42925,0.41832,0.3948,0.36026,0.31703,0.26804,0.21666,0.16649,0.12113,0.083867,0.057449,0.043863,0.044148,0.058294,0.08521,0.12278,0.16801,0.21723,0.26637,0.31124,0.34787,0.37277,0.3832,0.37735,0.35445,0.31483,0.25981,0.19163,0.11326,0.028136,-0.060058,-0.14765,-0.23122,-0.30779,-0.37498,-0.4311,-0.4752,-0.50699,-0.52682,-0.53556,-0.53441,-0.52478,-0.50811,-0.48573,-0.45875,-0.42795,-0.39375,-0.35615,-0.31481,-0.26907,-0.21801,-0.16059,-0.095688,-0.022273,0.060543,0.15339,0.25656,0.36995,0.49302,0.62477,0.76373,0.90798,1.0552,1.2028,1.3478,1.4872,1.618,1.7372,1.842,1.93,1.9994,2.0487,2.077,2.0843,2.071,2.0381,1.9872,1.9205,1.8402,1.7492,1.6501,1.5458,1.439,1.3322,1.2278,1.1277,1.0337,0.94703,0.86885,0.79984,0.74038,0.69059,0.6503,0.61906,0.59621,0.58081,0.57176,0.56777,0.56741,0.56915,0.57142,0.57266,0.57137,0.56615,0.55579,0.53925,0.51573,0.4847,0.44585,0.39916,0.34487,0.28347,0.21574,0.14267,0.065537,-0.014146,-0.094625,-0.17393,-0.24992,-0.32031,-0.38279,-0.43509,-0.47511,-0.50103,-0.51146,-0.50551,-0.48296,-0.44425,-0.39053,-0.32367,-0.24613,-0.1609,-0.071317,0.019112,0.10687,0.18865,0.2615,0.32295,0.37117,0.40495,0.42376,0.42767,0.41732,0.3938,0.35849,0.31302,0.25908,0.19835,0.13242,0.062723,-0.0094655,-0.083046,-0.15707,-0.23071,-0.30321,-0.37386,-0.44197,-0.5068,-0.56761,-0.62365,-0.67412,-0.71829,-0.75545,-0.78499,-0.80641,-0.81938,-0.8237
-0.56742,-0.5672,-0.56764,-0.56844,-0.56924,-0.56963,-0.56916,-0.56741,-0.56395,-0.55843,-0.5505,-0.53985,-0.5262,-0.50922,-0.48862,-0.46404,-0.43514,-0.40155,-0.36297,-0.31918,-0.27009,-0.21583,-0.15679,-0.093675,-0.027535,0.04024,0.10794,0.17359,0.23507,0.29021,0.33693,0.37343,0.39831,0.41074,0.41054,0.39828,0.37528,0.34355,0.30574,0.26493,0.22445,0.18765,0.15761,0.13692,0.12748,0.13028,0.14531,0.17157,0.20706,0.24898,0.29386,0.33789,0.37715,0.40796,0.42711,0.43212,0.42143,0.39449,0.35178,0.29478,0.22578,0.1478,0.064239,-0.021266,-0.10515,-0.18412,-0.25537,-0.31669,-0.36657,-0.40422,-0.42957,-0.44312,-0.4459,-0.43925,-0.42472,-0.40386,-0.3781,-0.34864,-0.31635,-0.28169,-0.24475,-0.20521,-0.16245,-0.11555,-0.063459,-0.0050385,0.060808,0.13504,0.21838,0.31124,0.41365,0.52521,0.64507,0.77191,0.90397,1.0391,1.1747,1.3081,1.4364,1.5566,1.6657,1.7612,1.8407,1.9023,1.9447,1.9671,1.9693,1.9519,1.916,1.8632,1.7955,1.7154,1.6255,1.5287,1.4276,1.325,1.2233,1.1247,1.0312,0.94443,0.86562,0.79572,0.73539,0.68493,0.64437,0.61347,0.5917,0.57831,0.57229,0.57245,0.5774,0.58562,0.59552,0.60544,0.61377,0.61894,0.61954,0.61435,0.60236,0.58281,0.55521,0.51937,0.47536,0.42352,0.36448,0.29909,0.22847,0.15396,0.077134,-0.00024577,-0.076224,-0.14871,-0.21554,-0.27451,-0.32354,-0.36071,-0.38441,-0.39343,-0.38711,-0.36536,-0.32875,-0.27852,-0.21651,-0.14516,-0.067327,0.013829,0.095018,0.173,0.24475,0.30763,0.35947,0.39871,0.4244,0.4362,0.43436,0.41962,0.39311,0.35624,0.31058,0.25776,0.19934,0.13679,0.071405,0.0043072,-0.06356,-0.1314,-0.19854,-0.26436,-0.3283,-0.38979,-0.44823,-0.50299,-0.55341,-0.59883,-0.63856,-0.672,-0.69859,-0.71788,-0.72956,-0.73345
-0.51029,-0.51088,-0.51297,-0.51626,-0.52034,-0.52477,-0.52906,-0.53271,-0.53524,-0.53621,-0.53519,-0.53177,-0.52555,-0.51613,-0.50309,-0.48597,-0.46433,-0.43771,-0.4057,-0.36795,-0.32427,-0.27469,-0.21947,-0.15919,-0.094782,-0.027528,0.040961,0.10879,0.17388,0.23406,0.28723,0.33152,0.36539,0.38784,0.39847,0.39761,0.38628,0.36621,0.33973,0.30963,0.27896,0.2508,0.22805,0.21313,0.20782,0.21307,0.22891,0.25439,0.28767,0.32612,0.36651,0.40528,0.43882,0.46372,0.47707,0.47669,0.46125,0.43043,0.38489,0.32621,0.25679,0.17963,0.098134,0.015844,-0.063793,-0.13764,-0.20305,-0.25803,-0.30125,-0.33213,-0.35078,-0.35788,-0.35462,-0.34248,-0.32312,-0.29821,-0.26928,-0.2376,-0.2041,-0.16931,-0.13335,-0.095948,-0.056492,-0.01409,0.032333,0.083941,0.14188,0.20718,0.28066,0.36285,0.45391,0.55358,0.66116,0.7755,0.895,1.0176,1.141,1.2625,1.3794,1.4887,1.5877,1.6737,1.7446,1.7984,1.8339,1.8504,1.8477,1.8264,1.7876,1.7329,1.6644,1.5846,1.496,1.4015,1.3038,1.2054,1.1088,1.0162,0.92931,0.84982,0.77886,0.71733,0.66576,0.62441,0.59323,0.57188,0.55978,0.55606,0.55965,0.56925,0.58338,0.60045,0.61876,0.63658,0.65222,0.6641,0.67078,0.67102,0.66386,0.64858,0.62479,0.59236,0.5515,0.50265,0.44655,0.38416,0.3167,0.24557,0.17238,0.098891,0.027024,-0.041212,-0.10376,-0.1586,-0.20381,-0.23769,-0.25883,-0.26625,-0.25946,-0.23854,-0.20417,-0.15764,-0.10082,-0.03605,0.033936,0.10617,0.17761,0.2453,0.30652,0.35895,0.40073,0.43058,0.44781,0.4523,0.44443,0.42507,0.39538,0.35679,0.31082,0.25901,0.20284,0.14362,0.082522,0.020504,-0.04164,-0.10327,-0.16385,-0.22293,-0.28008,-0.33485,-0.38679,-0.43537,-0.48007,-0.52029,-0.55548,-0.5851,-0.60864,-0.62573,-0.63608,-0.63954
